-1.0,0.2, 0.889060092449923
-1.0,0.3, 0.8975346687211094
-1.0,0.4, 0.8921417565485362
-1.0,0.5, 0.8936825885978429
-1.0,0.6, 0.8898305084745762
-1.0,0.7, 0.8821263482280431
-1.0,0.8, 0.8921417565485362
-1.0,0.9, 0.899075500770416
-1.0,1.0, 0.889060092449923
-1.0,1.1, 0.8906009244992296
-1.0,1.2, 0.8936825885978429
-1.0,1.3, 0.8929121725731896
-1.0,1.4, 0.8929121725731896
-1.0,1.5, 0.8859784283513097
-1.0,1.6, 0.8944530046224961
-1.0,1.7, 0.8921417565485362
-1.0,1.8, 0.899075500770416
-1.0,1.9, 0.8936825885978429
-1.0,2.0, 0.886748844375963
-0.9,0.2, 0.8998459167950693
-0.9,0.3, 0.8921417565485362
-0.9,0.4, 0.8983050847457628
-0.9,0.5, 0.8959938366718028
-0.9,0.6, 0.8882896764252697
-0.9,0.7, 0.8952234206471494
-0.9,0.8, 0.8882896764252697
-0.9,0.9, 0.8936825885978429
-0.9,1.0, 0.8983050847457628
-0.9,1.1, 0.8998459167950693
-0.9,1.2, 0.899075500770416
-0.9,1.3, 0.8998459167950693
-0.9,1.4, 0.8952234206471494
-0.9,1.5, 0.8929121725731896
-0.9,1.6, 0.899075500770416
-0.9,1.7, 0.8959938366718028
-0.9,1.8, 0.8967642526964561
-0.9,1.9, 0.9052388289676425
-0.9,2.0, 0.8921417565485362
-0.8,0.2, 0.8975346687211094
-0.8,0.3, 0.889060092449923
-0.8,0.4, 0.8921417565485362
-0.8,0.5, 0.8898305084745762
-0.8,0.6, 0.8936825885978429
-0.8,0.7, 0.899075500770416
-0.8,0.8, 0.8967642526964561
-0.8,0.9, 0.8952234206471494
-0.8,1.0, 0.9006163328197226
-0.8,1.1, 0.9036979969183359
-0.8,1.2, 0.8913713405238829
-0.8,1.3, 0.8998459167950693
-0.8,1.4, 0.8952234206471494
-0.8,1.5, 0.8983050847457628
-0.8,1.6, 0.9029275808936826
-0.8,1.7, 0.8952234206471494
-0.8,1.8, 0.8929121725731896
-0.8,1.9, 0.8952234206471494
-0.8,2.0, 0.8983050847457628
-0.7,0.2, 0.8898305084745762
-0.7,0.3, 0.8921417565485362
-0.7,0.4, 0.8944530046224961
-0.7,0.5, 0.8998459167950693
-0.7,0.6, 0.8882896764252697
-0.7,0.7, 0.8906009244992296
-0.7,0.8, 0.8913713405238829
-0.7,0.9, 0.899075500770416
-0.7,1.0, 0.8967642526964561
-0.7,1.1, 0.899075500770416
-0.7,1.2, 0.8959938366718028
-0.7,1.3, 0.8875192604006163
-0.7,1.4, 0.8921417565485362
-0.7,1.5, 0.8882896764252697
-0.7,1.6, 0.8959938366718028
-0.7,1.7, 0.8975346687211094
